year,collabType,id,link,metricType,name,percentageByYear,threshold,type,uri,valueByYear
2013,,203168,https://api.elsevier.com/metrics/CitedPublications/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Shanghai Jiao Tong University,76.524284,,application/json,Institution/203168,9137.0
2014,,203168,https://api.elsevier.com/metrics/CitedPublications/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Shanghai Jiao Tong University,74.87994,,application/json,Institution/203168,9667.0
2015,,203168,https://api.elsevier.com/metrics/CitedPublications/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Shanghai Jiao Tong University,72.17874,,application/json,Institution/203168,9869.0
2016,,203168,https://api.elsevier.com/metrics/CitedPublications/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Shanghai Jiao Tong University,58.850555,,application/json,Institution/203168,8325.0
2012,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,1.6804913,1.0,application/json,Institution/203168,156.0
2013,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,2.0823517,1.0,application/json,Institution/203168,221.0
2014,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,2.276268,1.0,application/json,Institution/203168,263.0
2015,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,2.31101,1.0,application/json,Institution/203168,284.0
2016,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,2.8715682,1.0,application/json,Institution/203168,364.0
2012,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,13.109986,5.0,application/json,Institution/203168,1217.0
2013,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,15.980402,5.0,application/json,Institution/203168,1696.0
2014,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,13.969188,5.0,application/json,Institution/203168,1614.0
2015,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,15.8353,5.0,application/json,Institution/203168,1946.0
2016,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,19.241085,5.0,application/json,Institution/203168,2439.0
2012,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,23.31143,10.0,application/json,Institution/203168,2164.0
2013,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,26.561764,10.0,application/json,Institution/203168,2819.0
2014,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,29.124113,10.0,application/json,Institution/203168,3365.0
2015,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,30.767355,10.0,application/json,Institution/203168,3781.0
2016,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,33.188705,10.0,application/json,Institution/203168,4207.0
2012,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,43.64968,25.0,application/json,Institution/203168,4052.0
2013,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,47.243946,25.0,application/json,Institution/203168,5014.0
2014,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,50.346203,25.0,application/json,Institution/203168,5817.0
2015,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,54.381966,25.0,application/json,Institution/203168,6683.0
2016,,203168,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Shanghai Jiao Tong University,57.320923,25.0,application/json,Institution/203168,7266.0
2012,,203168,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Shanghai Jiao Tong University,,,application/json,Institution/203168,13.578101
2013,,203168,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Shanghai Jiao Tong University,,,application/json,Institution/203168,10.085762
2014,,203168,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Shanghai Jiao Tong University,,,application/json,Institution/203168,8.183734
2015,,203168,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Shanghai Jiao Tong University,,,application/json,Institution/203168,5.856871
2016,,203168,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Shanghai Jiao Tong University,,,application/json,Institution/203168,2.8753004
2012,,203168,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Shanghai Jiao Tong University,,,application/json,Institution/203168,10576.0
2013,,203168,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Shanghai Jiao Tong University,,,application/json,Institution/203168,11940.0
2014,,203168,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Shanghai Jiao Tong University,,,application/json,Institution/203168,12910.0
2015,,203168,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Shanghai Jiao Tong University,,,application/json,Institution/203168,13673.0
2016,,203168,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Shanghai Jiao Tong University,,,application/json,Institution/203168,14146.0
2012,,203168,https://api.elsevier.com/metrics/CitationCount/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Shanghai Jiao Tong University,,,application/json,Institution/203168,143602.0
2013,,203168,https://api.elsevier.com/metrics/CitationCount/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Shanghai Jiao Tong University,,,application/json,Institution/203168,120424.0
2014,,203168,https://api.elsevier.com/metrics/CitationCount/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Shanghai Jiao Tong University,,,application/json,Institution/203168,105652.0
2015,,203168,https://api.elsevier.com/metrics/CitationCount/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Shanghai Jiao Tong University,,,application/json,Institution/203168,80081.0
2016,,203168,https://api.elsevier.com/metrics/CitationCount/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Shanghai Jiao Tong University,,,application/json,Institution/203168,40674.0
