year,collabType,id,link,metricType,name,percentageByYear,threshold,type,uri,valueByYear
2016,,203152,https://api.elsevier.com/metrics/CitedPublications/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Peking University,65.48494,,application/json,Institution/203152,8109.0
2012,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,1.4126029,1.0,application/json,Institution/203152,115.0
2013,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,1.4201442,1.0,application/json,Institution/203152,130.0
2014,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,2.2531018,1.0,application/json,Institution/203152,227.0
2015,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,2.549763,1.0,application/json,Institution/203152,269.0
2016,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,2.6810393,1.0,application/json,Institution/203152,291.0
2012,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,9.64255,5.0,application/json,Institution/203152,785.0
2013,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,11.240988,5.0,application/json,Institution/203152,1029.0
2014,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,11.950372,5.0,application/json,Institution/203152,1204.0
2015,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,12.236967,5.0,application/json,Institution/203152,1291.0
2016,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,13.386769,5.0,application/json,Institution/203152,1453.0
2012,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,21.275026,10.0,application/json,Institution/203152,1732.0
2013,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,22.875246,10.0,application/json,Institution/203152,2094.0
2014,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,23.960299,10.0,application/json,Institution/203152,2414.0
2015,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,26.530806,10.0,application/json,Institution/203152,2799.0
2016,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,24.645292,10.0,application/json,Institution/203152,2675.0
2012,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,54.293083,25.0,application/json,Institution/203152,4420.0
2013,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,55.00328,25.0,application/json,Institution/203152,5035.0
2014,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,55.186104,25.0,application/json,Institution/203152,5560.0
2015,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,55.1564,25.0,application/json,Institution/203152,5819.0
2016,,203152,https://api.elsevier.com/metrics/PublicationsInTopJournalPercentiles/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,PublicationsInTopJournalPercentiles,Peking University,55.131752,25.0,application/json,Institution/203152,5984.0
2012,,203152,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Peking University,,,application/json,Institution/203152,17.330942
2013,,203152,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Peking University,,,application/json,Institution/203152,15.03738
2014,,203152,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Peking University,,,application/json,Institution/203152,10.800205
2015,,203152,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Peking University,,,application/json,Institution/203152,8.026198
2016,,203152,https://api.elsevier.com/metrics/CitationsPerPublication/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationsPerPublication,Peking University,,,application/json,Institution/203152,4.238149
2012,,203152,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Peking University,,,application/json,Institution/203152,9615.0
2013,,203152,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Peking University,,,application/json,Institution/203152,10781.0
2014,,203152,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Peking University,,,application/json,Institution/203152,11677.0
2015,,203152,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Peking University,,,application/json,Institution/203152,11909.0
2016,,203152,https://api.elsevier.com/metrics/ScholarlyOutput/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,ScholarlyOutput,Peking University,,,application/json,Institution/203152,12383.0
2012,,203152,https://api.elsevier.com/metrics/CitationCount/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Peking University,,,application/json,Institution/203152,166637.0
2013,,203152,https://api.elsevier.com/metrics/CitationCount/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Peking University,,,application/json,Institution/203152,162118.0
2014,,203152,https://api.elsevier.com/metrics/CitationCount/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Peking University,,,application/json,Institution/203152,126114.0
2015,,203152,https://api.elsevier.com/metrics/CitationCount/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Peking University,,,application/json,Institution/203152,95584.0
2016,,203152,https://api.elsevier.com/metrics/CitationCount/institution/203152?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203152&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=SNIP&showAsFieldWeighted=false&indexType=hIndex,CitationCount,Peking University,,,application/json,Institution/203152,52481.0
